Entity,Code,Year,Share of population with some formal education
Czechia,CZE,1935,94.2
Czechia,CZE,1940,97.2
Czechia,CZE,1945,98.9
Czechia,CZE,1950,99.3
Czechia,CZE,1955,99.4
Czechia,CZE,1960,99.5
Czechia,CZE,1965,99.1
Czechia,CZE,1970,99.6
Czechia,CZE,1975,99.7
Czechia,CZE,1980,99.7
Czechia,CZE,1985,98.9
Czechia,CZE,1990,99.3
Czechia,CZE,1995,99.5
Czechia,CZE,2000,99.6
Czechia,CZE,2005,99.9
Czechia,CZE,2010,99.8
Czechia,CZE,2015,99.8
Czechia,CZE,2020,99.8
Democratic Republic of Congo,COD,1870,0
Democratic Republic of Congo,COD,1875,0
Democratic Republic of Congo,COD,1880,0
Democratic Republic of Congo,COD,1885,0
Democratic Republic of Congo,COD,1890,0
Democratic Republic of Congo,COD,1895,0
Democratic Republic of Congo,COD,1900,0.30000305
Democratic Republic of Congo,COD,1905,0.5999985
Democratic Republic of Congo,COD,1910,0.80000305
Democratic Republic of Congo,COD,1915,6
Democratic Republic of Congo,COD,1920,6.300003
Democratic Republic of Congo,COD,1925,6.699997
Democratic Republic of Congo,COD,1930,7.699997
Democratic Republic of Congo,COD,1935,8.800003
Democratic Republic of Congo,COD,1940,10.699997
Democratic Republic of Congo,COD,1945,12.199997
Democratic Republic of Congo,COD,1950,15.199997
Democratic Republic of Congo,COD,1955,18.599998
Democratic Republic of Congo,COD,1960,22.400002
Democratic Republic of Congo,COD,1965,26.5
Democratic Republic of Congo,COD,1970,31.099998
Democratic Republic of Congo,COD,1975,36.8
Democratic Republic of Congo,COD,1980,43.3
Democratic Republic of Congo,COD,1985,49
Democratic Republic of Congo,COD,1990,54
Democratic Republic of Congo,COD,1995,57
Democratic Republic of Congo,COD,2000,56.1
Democratic Republic of Congo,COD,2005,56.9
Democratic Republic of Congo,COD,2010,57.1
Democratic Republic of Congo,COD,2015,63.4
Democratic Republic of Congo,COD,2020,69.3
Denmark,DNK,1870,86.1
Denmark,DNK,1875,87.1
Denmark,DNK,1880,88
Denmark,DNK,1885,89.1
Denmark,DNK,1890,90.3
Denmark,DNK,1895,91.3
Denmark,DNK,1900,92.2
Denmark,DNK,1905,93
Denmark,DNK,1910,94
Denmark,DNK,1915,94.9
Denmark,DNK,1920,95.7
Denmark,DNK,1925,96.4
Denmark,DNK,1930,97.1
Denmark,DNK,1935,97.6
Denmark,DNK,1940,98
Denmark,DNK,1945,97.4
Denmark,DNK,1950,97.6
Denmark,DNK,1955,97.1
Denmark,DNK,1960,97.2
Denmark,DNK,1965,97.5
Denmark,DNK,1970,98.6
Denmark,DNK,1975,98.2
Denmark,DNK,1980,97.7
Denmark,DNK,1985,97.5
Denmark,DNK,1990,99.9
Denmark,DNK,1995,99.9
Denmark,DNK,2000,98.7
Denmark,DNK,2005,97.6
Denmark,DNK,2010,97.1
Denmark,DNK,2015,96.8
Denmark,DNK,2020,96.7
Dominican Republic,DOM,1870,1.699997
Dominican Republic,DOM,1875,2.5999985
Dominican Republic,DOM,1880,3.5999985
Dominican Republic,DOM,1885,4.699997
Dominican Republic,DOM,1890,5.699997
Dominican Republic,DOM,1895,6.5999985
Dominican Republic,DOM,1900,7.5
Dominican Republic,DOM,1905,17
Dominican Republic,DOM,1910,25.5
Dominican Republic,DOM,1915,30.900002
Dominican Republic,DOM,1920,37.1
Dominican Republic,DOM,1925,44.3
Dominican Republic,DOM,1930,53.1
Dominican Republic,DOM,1935,55.3
Dominican Republic,DOM,1940,54.6
Dominican Republic,DOM,1945,56.2
Dominican Republic,DOM,1950,59
Dominican Republic,DOM,1955,60.3
Dominican Republic,DOM,1960,65.4
Dominican Republic,DOM,1965,67.4
Dominican Republic,DOM,1970,69
Dominican Republic,DOM,1975,72.5
Dominican Republic,DOM,1980,76.6
Dominican Republic,DOM,1985,80
Dominican Republic,DOM,1990,83.5
Dominican Republic,DOM,1995,87
Dominican Republic,DOM,2000,89.7
Dominican Republic,DOM,2005,91.8
Dominican Republic,DOM,2010,93.5
Dominican Republic,DOM,2015,94.5
Dominican Republic,DOM,2020,95.7
Ecuador,ECU,1870,5
Ecuador,ECU,1875,6.300003
Ecuador,ECU,1880,7.800003
Ecuador,ECU,1885,9.599998
Ecuador,ECU,1890,11.900002
Ecuador,ECU,1895,14.5
Ecuador,ECU,1900,22
Ecuador,ECU,1905,24.800003
Ecuador,ECU,1910,27.800003
Ecuador,ECU,1915,31.300003
Ecuador,ECU,1920,34.699997
Ecuador,ECU,1925,36.3
Ecuador,ECU,1930,40
Ecuador,ECU,1935,44.6
Ecuador,ECU,1940,47.5
Ecuador,ECU,1945,51.2
Ecuador,ECU,1950,54.6
Ecuador,ECU,1955,61.1
Ecuador,ECU,1960,67.7
Ecuador,ECU,1965,70.8
Ecuador,ECU,1970,73.4
Ecuador,ECU,1975,76.2
Ecuador,ECU,1980,82.4
Ecuador,ECU,1985,83.2
Ecuador,ECU,1990,85
Ecuador,ECU,1995,84
Ecuador,ECU,2000,83.1
Ecuador,ECU,2005,88.9
Ecuador,ECU,2010,94.3
Ecuador,ECU,2015,95.8
Ecuador,ECU,2020,97.1
Egypt,EGY,1870,0.40000153
Egypt,EGY,1875,0.5
Egypt,EGY,1880,0.5999985
Egypt,EGY,1885,0.9000015
Egypt,EGY,1890,1.199997
Egypt,EGY,1895,1.5
Egypt,EGY,1900,2
Egypt,EGY,1905,2.699997
Egypt,EGY,1910,3.5999985
Egypt,EGY,1915,4.699997
Egypt,EGY,1920,5.699997
Egypt,EGY,1925,6.5
Egypt,EGY,1930,6.4000015
Egypt,EGY,1935,4.199997
Egypt,EGY,1940,4.699997
Egypt,EGY,1945,6.300003
Egypt,EGY,1950,7.0999985
Egypt,EGY,1955,9.300003
Egypt,EGY,1960,11.400002
Egypt,EGY,1965,14.900002
Egypt,EGY,1970,18.900002
Egypt,EGY,1975,23.300003
Egypt,EGY,1980,33.699997
Egypt,EGY,1985,45.8
Egypt,EGY,1990,51.2
Egypt,EGY,1995,57
Egypt,EGY,2000,63.6
Egypt,EGY,2005,68
Egypt,EGY,2010,71.8
Egypt,EGY,2015,76
Egypt,EGY,2020,79.2
El Salvador,SLV,1870,5.5999985
El Salvador,SLV,1875,6.9000015
El Salvador,SLV,1880,8.400002
El Salvador,SLV,1885,10.199997
El Salvador,SLV,1890,12.300003
El Salvador,SLV,1895,14.5
El Salvador,SLV,1900,19.400002
El Salvador,SLV,1905,21.5
El Salvador,SLV,1910,25.800003
El Salvador,SLV,1915,26.900002
El Salvador,SLV,1920,28.5
El Salvador,SLV,1925,30.099998
El Salvador,SLV,1930,31.199997
El Salvador,SLV,1935,31
El Salvador,SLV,1940,30.800003
El Salvador,SLV,1945,33.4
El Salvador,SLV,1950,36.2
El Salvador,SLV,1955,39.1
El Salvador,SLV,1960,44.1
El Salvador,SLV,1965,49.5
El Salvador,SLV,1970,56.1
El Salvador,SLV,1975,61.7
El Salvador,SLV,1980,66.6
El Salvador,SLV,1985,69.1
El Salvador,SLV,1990,72.5
El Salvador,SLV,1995,77.1
El Salvador,SLV,2000,82.3
El Salvador,SLV,2005,88
El Salvador,SLV,2010,96.8
El Salvador,SLV,2015,97.7
El Salvador,SLV,2020,98.2
Estonia,EST,2015,99.7
Estonia,EST,2020,99.5
Eswatini,SWZ,1870,0
Eswatini,SWZ,1875,0
Eswatini,SWZ,1880,0
Eswatini,SWZ,1885,0
Eswatini,SWZ,1890,0
Eswatini,SWZ,1895,0
Eswatini,SWZ,1900,0
Eswatini,SWZ,1905,0
Eswatini,SWZ,1910,0.9000015
Eswatini,SWZ,1915,1.699997
Eswatini,SWZ,1920,2.5
Eswatini,SWZ,1925,6
Eswatini,SWZ,1930,8.400002
Eswatini,SWZ,1935,10.800003
Eswatini,SWZ,1940,13.699997
Eswatini,SWZ,1945,16.900002
Eswatini,SWZ,1950,22.800003
Eswatini,SWZ,1955,27.400002
Eswatini,SWZ,1960,32.1
Eswatini,SWZ,1965,38.6
Eswatini,SWZ,1970,49.5
Eswatini,SWZ,1975,60.2
Eswatini,SWZ,1980,64.9
Eswatini,SWZ,1985,69.7
Eswatini,SWZ,1990,69.6
Eswatini,SWZ,1995,67
Eswatini,SWZ,2000,62.7
Eswatini,SWZ,2005,64.2
Eswatini,SWZ,2010,70.4
Eswatini,SWZ,2015,73.8
Eswatini,SWZ,2020,79.9
Europe,OWID_EUR,1870,25.381767
Europe,OWID_EUR,1875,27.49057
Europe,OWID_EUR,1880,31.325249
Europe,OWID_EUR,1885,34.958534
Europe,OWID_EUR,1890,38.924934
Europe,OWID_EUR,1895,42.693504
Europe,OWID_EUR,1900,46.76355
Europe,OWID_EUR,1905,51.419174
Europe,OWID_EUR,1910,55.15657
Europe,OWID_EUR,1915,60.205757
Europe,OWID_EUR,1920,64.81169
Europe,OWID_EUR,1925,68.62256
Europe,OWID_EUR,1930,72.016304
Europe,OWID_EUR,1935,76.78455
Europe,OWID_EUR,1940,81.78913
Europe,OWID_EUR,1945,85.62932
Europe,OWID_EUR,1950,88.258224
Europe,OWID_EUR,1955,90.374115
Europe,OWID_EUR,1960,91.76894
Europe,OWID_EUR,1965,92.79866
Europe,OWID_EUR,1970,93.80229
Europe,OWID_EUR,1975,94.26482
Europe,OWID_EUR,1980,95.03904
Europe,OWID_EUR,1985,95.086914
Europe,OWID_EUR,1990,95.621925
Europe,OWID_EUR,1995,96.53366
Europe,OWID_EUR,2000,97.539795
Europe,OWID_EUR,2005,98.440704
Europe,OWID_EUR,2010,98.96335
Europe,OWID_EUR,2015,98.97636
Europe,OWID_EUR,2020,99.00857
Fiji,FJI,1870,0
Fiji,FJI,1875,0
Fiji,FJI,1880,0.099998474
Fiji,FJI,1885,0.19999695
Fiji,FJI,1890,0.30000305
Fiji,FJI,1895,0.5999985
Fiji,FJI,1900,1
Fiji,FJI,1905,1.5999985
Fiji,FJI,1910,5.5999985
Fiji,FJI,1915,10.199997
Fiji,FJI,1920,18.800003
Fiji,FJI,1925,31.400002
Fiji,FJI,1930,39.1
Fiji,FJI,1935,46.6
Fiji,FJI,1940,53.4
Fiji,FJI,1945,58.8
Fiji,FJI,1950,69.8
Fiji,FJI,1955,74.8
Fiji,FJI,1960,78.5
Fiji,FJI,1965,83.4
Fiji,FJI,1970,84.1
Fiji,FJI,1975,87.8
Fiji,FJI,1980,90.9
Fiji,FJI,1985,93.8
Fiji,FJI,1990,94.6
Fiji,FJI,1995,95.4
Fiji,FJI,2000,96.7
Fiji,FJI,2005,97.9
Fiji,FJI,2010,98.2
Fiji,FJI,2015,98.6
Fiji,FJI,2020,98.9
Finland,FIN,1870,3.699997
Finland,FIN,1875,4.5
Finland,FIN,1880,5.4000015
Finland,FIN,1885,6.699997
Finland,FIN,1890,8.699997
Finland,FIN,1895,11.099998
Finland,FIN,1900,36.3
Finland,FIN,1905,48.2
Finland,FIN,1910,51.2
Finland,FIN,1915,61.1
Finland,FIN,1920,71.5
Finland,FIN,1925,82
Finland,FIN,1930,90.2
Finland,FIN,1935,96.3
Finland,FIN,1940,97.2
Finland,FIN,1945,97.9
Finland,FIN,1950,98.5
Finland,FIN,1955,99.1
Finland,FIN,1960,99.5
Finland,FIN,1965,99.3
Finland,FIN,1970,98.9
Finland,FIN,1975,98.8
Finland,FIN,1980,99
Finland,FIN,1985,99.2
Finland,FIN,1990,99.9
Finland,FIN,1995,99.7
Finland,FIN,2000,99.7
Finland,FIN,2005,99.7
Finland,FIN,2010,99.7
Finland,FIN,2015,99.6
Finland,FIN,2020,99.6
France,FRA,1870,21.599998
France,FRA,1875,25
France,FRA,1880,37.3
France,FRA,1885,46.7
France,FRA,1890,56.2
France,FRA,1895,64.7
France,FRA,1900,72.1
France,FRA,1905,79.3
France,FRA,1910,85.9
France,FRA,1915,91.5
France,FRA,1920,96.7
France,FRA,1925,99.3
France,FRA,1930,99.7
France,FRA,1935,99.6
France,FRA,1940,99.6
France,FRA,1945,99.6
France,FRA,1950,99.7
France,FRA,1955,99.7
France,FRA,1960,99.7
France,FRA,1965,98.9
France,FRA,1970,98.9
France,FRA,1975,99
France,FRA,1980,99.2
France,FRA,1985,95
France,FRA,1990,94.1
France,FRA,1995,96.7
France,FRA,2000,98.2
France,FRA,2005,98.8
France,FRA,2010,98.8
France,FRA,2015,98.8
France,FRA,2020,98.9
Gabon,GAB,2015,91.6
Gabon,GAB,2020,93.5
Gambia,GMB,1870,1.4000015
Gambia,GMB,1875,1.800003
Gambia,GMB,1880,2.199997
Gambia,GMB,1885,2.800003
Gambia,GMB,1890,3.5999985
Gambia,GMB,1895,4.5
Gambia,GMB,1900,5.5999985
Gambia,GMB,1905,7
Gambia,GMB,1910,6.699997
Gambia,GMB,1915,5.9000015
Gambia,GMB,1920,5.300003
Gambia,GMB,1925,4.9000015
Gambia,GMB,1930,4.5999985
Gambia,GMB,1935,4.800003
Gambia,GMB,1940,4.4000015
Gambia,GMB,1945,4.199997
Gambia,GMB,1950,4.4000015
Gambia,GMB,1955,4.699997
Gambia,GMB,1960,5.0999985
Gambia,GMB,1965,5.699997
Gambia,GMB,1970,6.199997
Gambia,GMB,1975,8.599998
Gambia,GMB,1980,11.099998
Gambia,GMB,1985,14.300003
Gambia,GMB,1990,20.900002
Gambia,GMB,1995,24.699997
Gambia,GMB,2000,27.800003
Gambia,GMB,2005,34.5
Gambia,GMB,2010,40.1
Gambia,GMB,2015,48
Gambia,GMB,2020,52.9
Germany,DEU,1870,34.5
Germany,DEU,1875,37.4
Germany,DEU,1880,40.4
Germany,DEU,1885,43.4
Germany,DEU,1890,46.4
Germany,DEU,1895,49.3
Germany,DEU,1900,51.6
Germany,DEU,1905,53.2
Germany,DEU,1910,54.6
Germany,DEU,1915,64
Germany,DEU,1920,72.7
Germany,DEU,1925,78.5
Germany,DEU,1930,80.7
Germany,DEU,1935,84.4
Germany,DEU,1940,87.2
Germany,DEU,1945,90.3
Germany,DEU,1950,94.3
Germany,DEU,1955,97
Germany,DEU,1960,97.1
Germany,DEU,1965,97.1
Germany,DEU,1970,94.4
Germany,DEU,1975,93.8
Germany,DEU,1980,93.5
Germany,DEU,1985,94.4
Germany,DEU,1990,94.8
Germany,DEU,1995,95
Germany,DEU,2000,96
Germany,DEU,2005,96.5
Germany,DEU,2010,98.3
Germany,DEU,2015,98.2
Germany,DEU,2020,98.4
Ghana,GHA,1870,0.19999695
Ghana,GHA,1875,0.30000305
Ghana,GHA,1880,0.40000153
Ghana,GHA,1885,0.5
Ghana,GHA,1890,0.69999695
Ghana,GHA,1895,0.9000015
Ghana,GHA,1900,1.199997
Ghana,GHA,1905,2.5
Ghana,GHA,1910,3.800003
Ghana,GHA,1915,4.699997
Ghana,GHA,1920,6.4000015
Ghana,GHA,1925,7.4000015
Ghana,GHA,1930,8.400002
Ghana,GHA,1935,10.099998
Ghana,GHA,1940,11.099998
Ghana,GHA,1945,11.800003
Ghana,GHA,1950,13.699997
Ghana,GHA,1955,15.699997
Ghana,GHA,1960,22.099998
Ghana,GHA,1965,29.300003
Ghana,GHA,1970,37.5
Ghana,GHA,1975,45.4
Ghana,GHA,1980,51.1
Ghana,GHA,1985,57
Ghana,GHA,1990,61.2
Ghana,GHA,1995,63.9
Ghana,GHA,2000,67.1
Ghana,GHA,2005,71.4
Ghana,GHA,2010,74.6
Ghana,GHA,2015,79.3
Ghana,GHA,2020,84.1
Greece,GRC,1870,17.300003
Greece,GRC,1875,19.599998
Greece,GRC,1880,22.300003
Greece,GRC,1885,25.099998
Greece,GRC,1890,27.699997
Greece,GRC,1895,29.699997
Greece,GRC,1900,33.699997
Greece,GRC,1905,36.1
Greece,GRC,1910,40.1
Greece,GRC,1915,43.4
Greece,GRC,1920,44.8
Greece,GRC,1925,45.6
Greece,GRC,1930,51.3
Greece,GRC,1935,61
Greece,GRC,1940,67.3
Greece,GRC,1945,73
Greece,GRC,1950,77.3
Greece,GRC,1955,83.5
Greece,GRC,1960,90.2
Greece,GRC,1965,88.5
Greece,GRC,1970,89.6
Greece,GRC,1975,92.3
Greece,GRC,1980,94.9
Greece,GRC,1985,94.9
Greece,GRC,1990,95.9
Greece,GRC,1995,94.6
Greece,GRC,2000,95.4
Greece,GRC,2005,99.3
Greece,GRC,2010,99.3
Greece,GRC,2015,99.3
Greece,GRC,2020,99.4
Guatemala,GTM,1870,5.5
Guatemala,GTM,1875,6.5999985
Guatemala,GTM,1880,7.9000015
Guatemala,GTM,1885,9.5
Guatemala,GTM,1890,11.400002
Guatemala,GTM,1895,14.199997
Guatemala,GTM,1900,19.599998
Guatemala,GTM,1905,20.699997
Guatemala,GTM,1910,24.5
Guatemala,GTM,1915,27.900002
Guatemala,GTM,1920,30.900002
Guatemala,GTM,1925,29.900002
Guatemala,GTM,1930,29.699997
Guatemala,GTM,1935,32.199997
Guatemala,GTM,1940,31.900002
Guatemala,GTM,1945,31.300003
Guatemala,GTM,1950,31
Guatemala,GTM,1955,30.699997
Guatemala,GTM,1960,30.800003
Guatemala,GTM,1965,31.800003
Guatemala,GTM,1970,35.699997
Guatemala,GTM,1975,40.6
Guatemala,GTM,1980,53.5
Guatemala,GTM,1985,57.6
Guatemala,GTM,1990,62.3
Guatemala,GTM,1995,66.2
Guatemala,GTM,2000,69.8
Guatemala,GTM,2005,72.5
Guatemala,GTM,2010,80.8
Guatemala,GTM,2015,86
Guatemala,GTM,2020,89.5
Guyana,GUY,1870,6.699997
Guyana,GUY,1875,10.099998
Guyana,GUY,1880,16.699997
Guyana,GUY,1885,23.199997
Guyana,GUY,1890,29.5
Guyana,GUY,1895,34.5
Guyana,GUY,1900,41.3
Guyana,GUY,1905,47.1
Guyana,GUY,1910,51.8
Guyana,GUY,1915,58.8
Guyana,GUY,1920,64.9
Guyana,GUY,1925,67.9
Guyana,GUY,1930,69.8
Guyana,GUY,1935,73.8
Guyana,GUY,1940,77.9
Guyana,GUY,1945,79.6
Guyana,GUY,1950,81.9
Guyana,GUY,1955,84.5
Guyana,GUY,1960,87.2
Guyana,GUY,1965,89.8
Guyana,GUY,1970,92.5
Guyana,GUY,1975,94.1
Guyana,GUY,1980,95.4
Guyana,GUY,1985,95.1
Guyana,GUY,1990,94.9
Guyana,GUY,1995,94.7
Guyana,GUY,2000,94.8
Guyana,GUY,2005,94.8
Guyana,GUY,2010,95.8
Guyana,GUY,2015,95.6
Guyana,GUY,2020,93.1
Haiti,HTI,1870,0
Haiti,HTI,1875,0
Haiti,HTI,1880,0
Haiti,HTI,1885,0
Haiti,HTI,1890,0
Haiti,HTI,1895,0
Haiti,HTI,1900,2.5
Haiti,HTI,1905,3.300003
Haiti,HTI,1910,3.9000015
Haiti,HTI,1915,4.5999985
Haiti,HTI,1920,5.300003
Haiti,HTI,1925,5.699997
Haiti,HTI,1930,6.699997
Haiti,HTI,1935,8.599998
Haiti,HTI,1940,10.099998
Haiti,HTI,1945,10.900002
Haiti,HTI,1950,10.400002
Haiti,HTI,1955,12.300003
Haiti,HTI,1960,15.300003
Haiti,HTI,1965,18.5
Haiti,HTI,1970,22.5
Haiti,HTI,1975,27.199997
Haiti,HTI,1980,34.1
Haiti,HTI,1985,53.3
Haiti,HTI,1990,58.4
Haiti,HTI,1995,63.7
Haiti,HTI,2000,66.4
Haiti,HTI,2005,72.1
Haiti,HTI,2010,77.1
Haiti,HTI,2015,81.2
Haiti,HTI,2020,85.2
Honduras,HND,1870,6.199997
Honduras,HND,1875,7.5999985
Honduras,HND,1880,9.400002
Honduras,HND,1885,11.5
Honduras,HND,1890,13.900002
Honduras,HND,1895,16.599998
Honduras,HND,1900,19.300003
Honduras,HND,1905,23.599998
Honduras,HND,1910,27
Honduras,HND,1915,29.699997
Honduras,HND,1920,36
Honduras,HND,1925,36.9
Honduras,HND,1930,35.800003
Honduras,HND,1935,34.300003
Honduras,HND,1940,34.300003
Honduras,HND,1945,35.800003
Honduras,HND,1950,37.7
Honduras,HND,1955,40.1
Honduras,HND,1960,43.5
Honduras,HND,1965,48.3
Honduras,HND,1970,52.7
Honduras,HND,1975,57.2
Honduras,HND,1980,67.8
Honduras,HND,1985,77
Honduras,HND,1990,80.9
Honduras,HND,1995,84.5
Honduras,HND,2000,87.2
Honduras,HND,2005,88.9
Honduras,HND,2010,90.2
Honduras,HND,2015,92.1
Honduras,HND,2020,93.6
Hong Kong,HKG,1870,0.099998474
Hong Kong,HKG,1875,0.40000153
Hong Kong,HKG,1880,0.9000015
Hong Kong,HKG,1885,1.9000015
Hong Kong,HKG,1890,3.5
Hong Kong,HKG,1895,6
Hong Kong,HKG,1900,9.5
Hong Kong,HKG,1905,11.800003
Hong Kong,HKG,1910,16.199997
Hong Kong,HKG,1915,20.199997
Hong Kong,HKG,1920,23.5
Hong Kong,HKG,1925,30.5
Hong Kong,HKG,1930,36.6
Hong Kong,HKG,1935,44
Hong Kong,HKG,1940,54.3
Hong Kong,HKG,1945,60.5
Hong Kong,HKG,1950,62.4
Hong Kong,HKG,1955,66.5
Hong Kong,HKG,1960,70
Hong Kong,HKG,1965,77
Hong Kong,HKG,1970,79.1
Hong Kong,HKG,1975,83.4
Hong Kong,HKG,1980,87.7
Hong Kong,HKG,1985,90.2
Hong Kong,HKG,1990,92.2
Hong Kong,HKG,1995,90.1
Hong Kong,HKG,2000,89.4
Hong Kong,HKG,2005,97.7
Hong Kong,HKG,2010,98.6
Hong Kong,HKG,2015,99
Hong Kong,HKG,2020,99.5
Hungary,HUN,1870,24.599998
Hungary,HUN,1875,27
Hungary,HUN,1880,30.400002
Hungary,HUN,1885,34.300003
Hungary,HUN,1890,38.1
Hungary,HUN,1895,42.8
Hungary,HUN,1900,47.5
Hungary,HUN,1905,55
Hungary,HUN,1910,55.2
Hungary,HUN,1915,59.4
Hungary,HUN,1920,62.3
Hungary,HUN,1925,65.4
Hungary,HUN,1930,69.3
Hungary,HUN,1935,74.9
Hungary,HUN,1940,83
Hungary,HUN,1945,90.2
Hungary,HUN,1950,96.4
Hungary,HUN,1955,97
Hungary,HUN,1960,97.4
Hungary,HUN,1965,97.9
Hungary,HUN,1970,98.4
Hungary,HUN,1975,98.8
Hungary,HUN,1980,99.2
Hungary,HUN,1985,99.1
Hungary,HUN,1990,99.1
Hungary,HUN,1995,99
Hungary,HUN,2000,99.4
Hungary,HUN,2005,99.5
Hungary,HUN,2010,99.7
Hungary,HUN,2015,99.6
Hungary,HUN,2020,99.7
Iceland,ISL,1870,19.800003
Iceland,ISL,1875,21.699997
Iceland,ISL,1880,23.599998
Iceland,ISL,1885,25.699997
Iceland,ISL,1890,28
Iceland,ISL,1895,30.300003
Iceland,ISL,1900,32.699997
Iceland,ISL,1905,43.5
Iceland,ISL,1910,52.6
Iceland,ISL,1915,60.7
Iceland,ISL,1920,62.2
Iceland,ISL,1925,69.3
Iceland,ISL,1930,75.8
Iceland,ISL,1935,82.9
Iceland,ISL,1940,90
Iceland,ISL,1945,96.5
Iceland,ISL,1950,99
Iceland,ISL,1955,99.1
Iceland,ISL,1960,99.2
Iceland,ISL,1965,99.4
Iceland,ISL,1970,99.3
Iceland,ISL,1975,98.9
Iceland,ISL,1980,98.8
Iceland,ISL,1985,98.7
Iceland,ISL,1990,98.6
Iceland,ISL,1995,98.6
Iceland,ISL,2000,98.6
Iceland,ISL,2005,98.3
Iceland,ISL,2010,98.3
Iceland,ISL,2015,98.2
Iceland,ISL,2020,98.2
India,IND,1870,0.40000153
India,IND,1875,0.5
India,IND,1880,0.69999695
India,IND,1885,1.0999985
India,IND,1890,1.800003
India,IND,1895,2.5999985
India,IND,1900,3.4000015
India,IND,1905,5.699997
India,IND,1910,8
India,IND,1915,10.199997
India,IND,1920,14.099998
India,IND,1925,16.400002
India,IND,1930,18.900002
India,IND,1935,20.800003
India,IND,1940,22.5
India,IND,1945,24.300003
India,IND,1950,25.599998
India,IND,1955,27
India,IND,1960,28.599998
India,IND,1965,29.699997
India,IND,1970,34.4
India,IND,1975,35.1
India,IND,1980,35.1
India,IND,1985,43.1
India,IND,1990,49.9
India,IND,1995,54.2
India,IND,2000,58.3
India,IND,2005,65
India,IND,2010,69.9
India,IND,2015,75.1
India,IND,2020,79.4
Indonesia,IDN,1870,0.099998474
Indonesia,IDN,1875,0.19999695
Indonesia,IDN,1880,0.19999695
Indonesia,IDN,1885,0.30000305
Indonesia,IDN,1890,0.40000153
Indonesia,IDN,1895,0.69999695
Indonesia,IDN,1900,0.9000015
Indonesia,IDN,1905,2.199997
Indonesia,IDN,1910,3.300003
Indonesia,IDN,1915,4.300003
Indonesia,IDN,1920,9.300003
Indonesia,IDN,1925,11.300003
Indonesia,IDN,1930,13
Indonesia,IDN,1935,15.599998
Indonesia,IDN,1940,18
Indonesia,IDN,1945,21.099998
Indonesia,IDN,1950,25
Indonesia,IDN,1955,28.699997
Indonesia,IDN,1960,34.1
Indonesia,IDN,1965,44.8
Indonesia,IDN,1970,56.8
Indonesia,IDN,1975,63.6
Indonesia,IDN,1980,70.9
Indonesia,IDN,1985,62.8
Indonesia,IDN,1990,59.2
Indonesia,IDN,1995,70.3
Indonesia,IDN,2000,80.7
Indonesia,IDN,2005,88
Indonesia,IDN,2010,95.2
Indonesia,IDN,2015,96.4
Indonesia,IDN,2020,97.4
Iran,IRN,1870,0
Iran,IRN,1875,0
Iran,IRN,1880,0
Iran,IRN,1885,0
Iran,IRN,1890,0.099998474
Iran,IRN,1895,0.099998474
Iran,IRN,1900,0.30000305
Iran,IRN,1905,0.40000153
Iran,IRN,1910,0.5999985
Iran,IRN,1915,2.5
Iran,IRN,1920,2.800003
Iran,IRN,1925,3.0999985
Iran,IRN,1930,3.5
Iran,IRN,1935,4
Iran,IRN,1940,5.5999985
Iran,IRN,1945,7
Iran,IRN,1950,8.699997
Iran,IRN,1955,10.099998
Iran,IRN,1960,13.800003
Iran,IRN,1965,20.599998
Iran,IRN,1970,27
Iran,IRN,1975,33.4
Iran,IRN,1980,44.2
Iran,IRN,1985,55
Iran,IRN,1990,64
Iran,IRN,1995,74.3
Iran,IRN,2000,82.3
Iran,IRN,2005,86.1
Iran,IRN,2010,88.2
Iran,IRN,2015,89.2
Iran,IRN,2020,90.8
Iraq,IRQ,1870,0.099998474
Iraq,IRQ,1875,0.099998474
Iraq,IRQ,1880,0.099998474
Iraq,IRQ,1885,0.099998474
Iraq,IRQ,1890,0.19999695
Iraq,IRQ,1895,0.30000305
Iraq,IRQ,1900,0.30000305
Iraq,IRQ,1905,0.30000305
Iraq,IRQ,1910,0.40000153
Iraq,IRQ,1915,0.19999695
Iraq,IRQ,1920,0.19999695
Iraq,IRQ,1925,0.30000305
Iraq,IRQ,1930,0.40000153
Iraq,IRQ,1935,0.5999985
Iraq,IRQ,1940,1
Iraq,IRQ,1945,1.5
Iraq,IRQ,1950,2.800003
Iraq,IRQ,1955,4.4000015
Iraq,IRQ,1960,7
Iraq,IRQ,1965,11.900002
Iraq,IRQ,1970,20.699997
Iraq,IRQ,1975,27.5
Iraq,IRQ,1980,35.5
Iraq,IRQ,1985,47.1
Iraq,IRQ,1990,57.9
Iraq,IRQ,1995,65.6
Iraq,IRQ,2000,72.3
Iraq,IRQ,2005,73.8
Iraq,IRQ,2010,78.4
Iraq,IRQ,2015,83.3
Iraq,IRQ,2020,86.8
Ireland,IRL,1870,18.099998
Ireland,IRL,1875,20.699997
Ireland,IRL,1880,23.400002
Ireland,IRL,1885,26.199997
Ireland,IRL,1890,30.099998
Ireland,IRL,1895,34.4
Ireland,IRL,1900,38.5
Ireland,IRL,1905,43.3
Ireland,IRL,1910,47.6
Ireland,IRL,1915,52.6
Ireland,IRL,1920,57.6
Ireland,IRL,1925,62.7
Ireland,IRL,1930,67.9
Ireland,IRL,1935,75.6
Ireland,IRL,1940,84.2
Ireland,IRL,1945,90.3
Ireland,IRL,1950,94.8
